OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
2924,HWY 190 FUEL STOP,US-190,Jasper                                  ,TX,610,3.13233333,30.904689,-94.029516
2926,EXIT 77 TRAVEL PLAZA,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.499,40.27521,-76.88425
2929,TA EXPRESS STEELE,"I-94, EXIT 200 & SR- 3",Steele,ND,390,3.599,47.774083,-122.360625
2935,CIRCLE K #2726163,"I-295, EXIT 22",Jacksonville,FL,75,3.299,30.369914,-81.660992
2937,FLYING J TRAVEL PLAZA #664,"I-75, EXIT 171",Walton,KY,300,3.08566666,38.86354,-84.614704
2956,PILOT TRAVEL CENTERS #275,"I-85, EXIT 39 I-77, EXIT 13",Charlotte,NC,46,3.55233333,35.270406,-80.83784
2963,SUPERPUMPER #26,"I-94, EXIT 258 & US-281",Jamestown,ND,390,3.629,46.906458,-98.705817
2967,PETRO STOPPING CENTER #317,"I-57, EXIT 71",Perrysburg,OH,550,3.78566666,41.539388,-83.644796
2968,E-Z MART #4460,"I-20,  EXIT 124",Monroe,LA,719,3.129,32.5277,-92.088843
2977,DISCOUNT FUEL,"I-90, EXIT 150 & SR-73",Kadoka,SD,506,3.229,43.83583,-101.52237
2982,CIRCLE K #2723726,"I-59/I-20, EXIT 52 & US-11/US-43/SR-7",Knoxville,AL,705,3.089,33.59177,-85.89719
3003,CHEVRON,"I-20, EXIT 186",Delta                                   ,LA,760,2.994,32.324875,-90.922654
3008,BUSY BEE,"I-10, EXIT 283 & US-129",Live Oak,FL,10,3.779,30.293743,-82.984647
3022,TA GREENCASTLE TRAVEL CENTER,"I-81, EXIT 5",Greencastle,PA,70,3.959,39.790238,-77.726423
3030,Mr Ts Riverside,US-412,Cardwell                                ,MO,435,3.199,36.047942,-90.290776
3064,PORTS TO PLAINS TRAVEL PLAZA,US-50 & US-287,Lamar,CO,800,3.399,38.074768,-102.618518
3086,SPEEDWAY #4638,US-29,Madison Heights,VA,185,3.49566666,37.452256,-79.10939
3093,RSTORE #4488,US-51,Merrill,WI,395,3.24066666,45.252864,-89.682451
3096,HOBO PANTRY #6,US-431/SR-210,Dothan,AL,20,3.959,31.228421,-85.405308
3118,MOBIL,"I-87, EXIT 42 & US-11",Champlain,NY,39,3.799,44.980581,-73.460462
3128,TA ATLANTA SOUTH TRAVEL CENTER,"I-75, EXIT 201 & SR-36",Jackson,GA,18,3.334,33.297009,-83.970671
3138,TA EXPRESS #6264,"I-70, EXIT 26 & US-50",Grand Junction,CO,800,4.049,39.091798,-108.554491
3139,CHEROKEE TRAVEL MART,"I-40,  EXIT 108",Calumet                                 ,OK,483,3.10566666,35.602108,-98.125723
3148,YESWAY #1038,US-60 & SR-86,Neosho,MO,307,3.059,31.953064,-81.319642
3155,QUIK MART #18,US-72/SR-157,Tuscumbia                               ,AL,615,3.00733333,34.724587,-87.700771
3163,QUIKTRIP #71,"I-44, EXIT 238",Tulsa,OK,560,3.039,36.129256,-96.006071
3164,QUIKTRIP #102,"I-44, EXIT 222A",Tulsa,OK,560,3.039,36.129256,-96.006071
3165,LOVES TRAVEL STOP #213,"I-35, EXIT 211",Tonkawa,OK,500,3.584,36.678979,-97.308234
3167,JASPER FOOD MART,US-78,Jasper,AL,615,3.229,33.837731,-87.264946
3171,One9 #265,"I-40, EXIT 287 & SR-136",Cookeville,TN,405,3.084,39.589408,-76.065361
3176,BP,US-6 & SR-15,New Paris                               ,IN,365,3.65733333,41.449084,-85.844952
3178,ERNIES FUEL STOP #1605,SR-167,Kent,WA,977,4.599,47.437349,-122.218507
3179,MR FUEL #1020,"I-80 & I-94, EXIT 15B",Lake Station,IN,365,3.56566666,41.588241,-87.239406
3191,BUSY CORNER TRUCK STOP AND MARKET,"I-24, EXIT 105 & US-41/SR-2",Manchester,TN,460,3.049,35.464396,-86.07756
3205,CROSSROADS TRUCK STOP STATION,"I-29 & SR 34, MM 109",Colman                                  ,SD,530,3.159,43.97853,-96.8296
3206,PERHAM OASIS,US-10 & SR-78,Perham,MN,250,3.499,47.458177,-96.821635
3215,SHELL TRUCKSTOP,"I-4, EXIT 44",Polk City,FL,225,3.449,28.174683,-81.825674
3216,MAXS #124,"I-24, EXIT 86 & US-41",Oak Grove,KY,460,3.04233333,34.906949,-85.077439
3221,Pilot #1440,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,695,3.399,29.939214,-90.01602
3221,Southern Travel Plaza,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,695,3.391,35.29254,-91.55449
3222,POMPANO TRUCK STOP,"I-95, EXIT 36B",Pompano Beach,FL,95,3.759,26.243162,-80.130316
3226,ONE9 #245,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.609,39.589408,-76.065361
3227,ONE9 MR FUEL #64,"I-26 & US-17, EXIT 199",Summerville,SC,42,3.219,33.012176,-80.182766
3227,MR FUEL DBA ONE9 #64,"I-26 & US-17, EXIT 199",Summerville,SC,42,3.219,32.73093,-117.206553
3230,STRIPES #40815,US-281 & US-285,Falfurrias,TX,625,3.299,40.500925,-74.855085
3264,TA WEST MEMPHIS TRAVEL CENTER,"I-40/US-63, EXIT 260 & SR-149",Earle,AR,435,3.36733333,35.268157,-90.46814
3280,OUTPOST TRUCK STOP,US-85 & US-18/US-20,Lusk,WY,790,3.689,42.763414,-104.455232
3281,AMERICAN TRUCK PLAZA,I-80 EXIT 215 & SR-254,Milton,PA,138,3.799,41.019613,-76.852116
3284,CASEYS #4390,"I-49/US-71, EXIT 77 & US-160",Lamar,MO,416,3.199,35.740528,-81.528043
3297,SAPP BROS TRAVEL CENTER,"I-80, EXIT 370",Cheyenne,WY,795,3.70066666,41.138437,-104.812406
3316,TRUCKOMAT OF N LITTLE ROCK,"I-40, EXIT 161 & SR-391",North Little Rock                       ,AR,695,3.249,34.784787,-92.258199
3326,MIRABITO #61,"I-81, EXIT 32",Central Square,NY,12,4.299,41.154655,-72.240807
3330,TA # 211 GREENLAND TRAVEL CENTER,"I-95, EXIT 3A & US-101",Greenland,NH,34,3.759,43.04398,-70.82367
3349,QUEEN CITY TRUCK STOP,"I-20 & I-59, EXIT150",Meridian,MS,705,2.939,37.329401,-121.96408
3383,E-Express at Central Truck Stop,"I-35, EXIT 137",Oklahoma City,OK,483,2.879,35.393761,-97.602513
3386,LONGMONT TRUCK STOP,"I-25/US-87, EXIT 240 & SR-119",Longmont,CO,800,3.239,40.163537,-105.16261
3401,POPS Mart #333,"I-77, EXIT 48 & SR-200",Winnsboro,SC,46,3.09066666,34.378606,-81.085879
3413,COUNTRY GIRL TRUCK STOP,US-167 & SR-156,Winnfield,LA,590,3.319,31.921841,-92.642093
3415,JAYS EL CHEAPO FUEL STOP,"I-16, EXIT 104",Metter                                  ,GA,195,3.249,32.396839,-82.062904
3418,Par Mar Store #164,"I-79, EXIT 105 & CR-7",Jane Lew,WV,165,3.999,39.109757,-80.408408
3421,ERNIES TRUCK STOP,"I-5, EXIT 142",Federal Way,WA,977,4.599,47.304921,-122.314013
3422,PWI #167,"I-10, EXIT 601",Seguin,TX,740,2.889,32.73093,-117.206553
3427,JOHNNYS MARKET,"I-69, EXIT 357",Fremont,IN,465,3.699,41.73066,-84.91564
3432,PILOT TRAVEL CENTER #34,"I-65, EXIT 201 & US-231",Remington,IN,365,3.709,40.763075,-87.152334
3432,PILOT TRAVEL CENTERS #34,"I-65, EXIT 201 & US-231",Remington,IN,365,3.659,40.763075,-87.152334
3435,PWI #168,"I-35, EXIT 266 & SR-195",Georgetown,TX,740,2.799,43.762617,-69.747113
3444,Acme Truck Stop,US-441/SR-500,Orlando,FL,140,3.449,28.41959,-81.293691
3460,CHROME TRUCK STOP,US-18 & US-169,Algona,IA,433,3.499,43.072788,-94.227136
3464,BOISE PETROLEUM LLC,"I-84,  EXIT 71",Boise,ID,785,3.379,43.580397,-116.207517
3471,MR FUEL DBA ONE9 #72,"I-16, EXIT 160",Savannah,GA,195,3.13233333,32.73093,-117.206553
3471,ONE9 MR FUEL #72,"I-16, EXIT 160",Savannah,GA,195,3.119,32.043334,-81.099581
3475,PILOT TRAVEL CENTERS #56,"I-85, EXIT 63",Kannapolis,NC,46,3.499,35.477919,-80.626823
3477,CIRCLE K #4707404,"I-91, EXIT 7",Springfield,VT,170,3.699,43.29062,-72.48089
3479,FAST MARKET #4550,"I-75/SR-401, EXIT 136 & US-341",Perry,GA,85,3.099,32.456798,-83.734831
3493,CIRCLE K #2723675,"I-75, EXIT 290 & SR-20",Cartersville,GA,18,3.08566666,34.206527,-84.81902
3519,PILOT TRAVEL CENTERS #431,"I-10, EXIT 873",Orange,TX,610,3.309,30.137111,-93.762623
3522,SUNMART #308,US-59,Livingston                              ,TX,610,2.859,30.731384,-94.936
3526,JOE STOP 99,"I-75, EXIT 99 & SR-119",Anna,OH,411,3.064,40.395336,-84.174411
3530,SPARKYS ONE STOP #22,"I-35, EXIT 111B & US-30",Jefferson,IA,320,3.23233333,42.035288,-94.367338
3536,PETRO STOPPING CENTER #307,I-40 EAST & S LAKESIDE Dr,Amarillo,TX,585,3.279,35.221849,-101.840963
3539,Bigs 211,"I-10, EXIT 620 & SR-123",Seguin,TX,740,3.099,,
3545,STOCKMENS TRUCK PLAZA,"I-494, EXIT 64A",South Saint Paul,MN,450,3.499,44.95304,-93.09013
3580,STINKER I 80 TRAVEL PLAZA,"I-80, EXIT 221 & SR-76",Sinclair,WY,838,3.759,41.776632,-107.118834
3585,CHEVRON,"I-80, EXIT 129",Lovelock,NV,966,3.499,40.17933,-118.472359
3588,BINGO TRUCK STOP,"I-10, EXIT 829 & SR-124",Winnie                                  ,TX,610,2.999,29.832973,-94.383025
3592,TA BRIDGER TRAVEL CENTER #188,"I-80, EXIT 30 & CR-202",Fort Bridger,WY,835,3.71566666,41.318578,-110.390518
3593,TA Parowan Travel Center,"I-15, EXIT 78",Parowan,UT,910,3.70566666,37.83263,-112.82961
3605,SPEEDYS #6,"I-35, EXIT 33",Saint Joseph,MO,400,3.169,32.73093,-117.206553
3608,FUEL MART #787,"I-57, EXIT 212 & US-36",Tuscola,IL,280,3.199,39.81523,-88.28377
3614,PILOT TRAVEL CENTERS #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,465,3.799,41.672118,-86.277976
3614,PILOT TRAVEL CENTER #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,465,3.799,41.672118,-86.277976
3616,PILOT TRAVEL CENTERS #15,"I-75, EXIT 210",Toledo,OH,550,3.77233333,41.673729,-83.563577
3619,ROAD RANGER #141,"I-70, EXIT 23",Brazil,IN,375,3.659,39.399869,-77.429357
3620,One9 #16,"I-71 & US-68, EXIT 50",Wilmington                              ,OH,315,3.14233333,40.915004,-81.431358
3645,SNOW SHOE TRAVEL PLAZA,"I-80, EXIT 147 & SR-144",Snow Shoe,PA,14,3.469,41.04251,-77.92879
3678,TIMES MARKET #299,US-281 BUS,Alice,TX,625,3.099,27.755771,-98.065931
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.559,42.674952,-82.81516
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.579,42.674952,-82.81516
3692,CHARLOTTE TRAVEL PLAZA,"I-77,  EXIT 16B",Charlotte,NC,46,3.53233333,35.19534,-80.81711
3699,WARREN TRAVEL PLAZA,"I-69, EXIT 278 & SR-5",Warren,IN,375,3.399,39.78199,-85.99748
3702,BEARS DEN TRADING POST #101,ST 37 11 MI E OF MASSENA,Hogansburg                              ,NY,39,3.649,44.97394,-74.66324
3707,SPEEDWAY #4704,"I-90, EXIT 154",Albert Lea,MN,425,3.299,43.653102,-93.369291
3718,SPEEDWAY #4706,"I-90, EXIT 265",Chamberlain,SD,455,3.299,43.76826,-99.312896
3719,KEYSTONE TRUCK STOP,US-22 & SR-164,Loretto,PA,14,3.999,40.50896,-78.65502
3725,GENEVA TRUCK STOP,"I-79, EXIT 35/141",Cochranton                              ,PA,240,3.81566666,41.520594,-80.047841
3728,PLAZA 23 TRUCK STOP,"I-787, EXIT 2",Albany,NY,12,3.799,42.634519,-73.755236
3737,JORDAN'S KWIK STOP #70,US-49,West Helena                             ,AR,435,3.399,34.502631,-90.604961
3745,PILOT TRAVEL CENTER #906-TOWN PUMP,"I-90, EXIT 408 & SR-78",Columbus,MT,780,3.58066666,45.636,-109.249359
3759,EXXON,US-67 & SR-18,Newport,AR,695,4.13233333,33.03251,-116.883798
3767,SIMMONS TRAVEL CENTER,"I-95, EXIT 8 & US-301",Emporia,VA,180,3.099,36.69512,-77.535614
3772,Brake Time Corner Market,"I-25, EXIT 240",Burlington                              ,CO,800,3.499,39.30333,-102.30964
3774,SINCLAIR,"I-70, EXIT 438",Burlington                              ,CO,796,3.889,40.46392,-86.434373
3781,REATTA TRAVEL STOP,"I-76, EXIT 149 & SR-55/CR-81",Crook,CO,475,3.38233333,40.858794,-102.801396
3783,CIRCLE K #2744095,"I-25, EXIT 215",Denver,CO,800,3.299,39.651452,-104.885236
3794,SPEEDWAY #4701,"I-90, EXIT 73",Jackson,MN,425,3.299,44.76667,-93.57917
3817,FAST MARKET,"I-25, EXIT 158",Colorado Springs,CO,803,3.159,38.949458,-104.803578
3843,ONCUE EXPRESS #61,"I-35, EXIT 185 & US-77",Perry,OK,500,3.21566666,36.285947,-97.305266
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.239,38.79678,-75.58826
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.259,38.79678,-75.58826
3888,Fics Plaza,"I-90, EXIT 184",Deer Lodge                              ,MT,816,3.519,46.051383,-113.100293
3889,CIRCLE K #2701686,"I-75, EXIT 220",Bradenton,FL,225,3.439,27.443065,-82.467179
3907,SUNOCO,US-46 & SR-93,Palisades Park,NJ,105,3.279,40.84728,-73.996632
3908,SEMINOLE TRUCK STOP,"I-75, EXIT 354",Fort Lauderdale,FL,95,3.699,26.121044,-80.142951
3927,MICCOSUKEE SERVICE PLAZA,"I-75, EXIT 49 & SR-84",Fort Lauderdale                         ,FL,95,3.66566666,26.121044,-80.142951
3936,Uncle Petes Truck  Stop,"I-40, EXIT 239 & US-70/SR-26",Lebanon,TN,460,2.989,36.203187,-86.320404
3946,Fast Lane,US-24 & US-63,Moberly,MO,310,3.469,39.408431,-92.427938
3949,SUNSTOP #337,"I-10/SR-8, EXIT 303 & US-441",Lake City,FL,75,3.699,29.714379,-85.007653
3956,CIRCLE K #2707451,US-27/SR-25 & SR-70,Lake Placid,FL,225,3.399,33.501479,-112.023329
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.489,42.224001,-85.787178
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.499,42.224001,-85.787178
3970,EXXON - Pilot #1293,"I-30, EXIT 61",Garland,TX,630,2.84233333,32.73093,-117.206553
3973,LOVES TRAVEL STOP #205,"I-35 & I-44, EXIT 137",Oklahoma City,OK,483,3.319,35.393761,-97.602513
3974,LOVES TRAVEL STOP #201,I-40 EXIT 41,Elk City,OK,483,3.12566666,35.412043,-99.410897
3975,SUNSTOP #334,"I-10, EXIT 335 & SR-121",Macclenny,FL,75,3.459,30.51502,-83.06176
3979,PETRO GARY 369,"I-80 & I-94, EXIT 9",Gary,IN,365,3.83066666,40.887328,-96.678697
4006,MISSILE MART #1,US-167 & SR-7,El Dorado,AR,635,3.499,33.21877,-92.667419
4008,BALDWIN TRAVEL PLAZA,"I-94, EXIT 19 & US HWY 63",Baldwin                                 ,WI,295,3.503,44.995102,-92.316068
4025,BP,"I-85, EXIT 21  & US-178",Anderson,SC,30,2.909,34.521399,-82.492576
4035,PILOT TRAVEL CENTER #430,"I-40,  EXIT 84",Russellville,AR,695,3.375,35.280701,-93.092657
4035,PILOT TRAVEL CENTERS #430,"I-40,  EXIT 84",Russellville,AR,695,3.399,35.272489,-93.143411
4062,DUDLEYS TRUCK STOP RESTAURANT,US-220,Rocky Mount,VA,185,3.299,37.023618,-79.882589
4063,STUCKEY'S,"I-59, EXIT 67 & US-49",Hattiesburg,MS,620,2.999,31.359299,-89.35002
4080,SHELL DBA PILOT DEALER #874,US-41,Miami,FL,176,3.699,25.766368,-80.210268
4080,PILOT TRAVEL CENTERS #874,US-41,Miami,FL,176,3.699,25.766368,-80.210268
4101,E-Z MART #4411,HIGHWAY 69 & COBBLESTONE DR,Pryor,OK,560,3.099,45.442085,-122.747254
4113,ASAP GENERAL STORE #330,US-412/SR-15,Enid,OK,500,3.08233333,36.407732,-97.904215
4115,QUIKTRIP #707,"I-85 , EXIT 96",Atlanta,GA,18,3.34066666,33.729978,-84.574297
4119,JET FOOD STORE #82,US-441 & CR-13,Douglas,GA,10,3.44066666,31.507145,-82.850782
4156,PETRO STOPPING CENTER #305,"I-10, EXIT 582",San Antonio,TX,740,3.20733333,29.437404,-98.379533
4161,EL CHEAPO,I-95 & EXIT 76,Midway                                  ,GA,195,3.52566666,31.800076,-81.433159
4164,CIRCLE K #2723897,"I-75, EXIT 138",Thomasville,GA,20,3.23566666,30.816579,-84.000697
4169,TA KINGMAN TRAVEL CENTER,"I-40, EXIT 48 & US-93",Kingman,AZ,910,3.899,35.208957,-114.023342
4171,PETRO SERVE USA #11,US-2 & US-71,Bemidji,MN,355,3.499,47.476672,-94.88026
4172,FLYING J TRAVEL PLAZA #639,"I-90, EXIT 2",Post Falls,ID,970,3.76233333,47.716651,-116.947057
4179,CIRCLE K #2705352,"I-95/SR-405, EXIT 109 & SR-30/SR-21",Port Wentworth                          ,GA,195,3.099,32.136464,-81.173233
4187,FLYING J TRAVEL PLAZA #632,"I-75, EXIT 320",Resaca,GA,285,3.29566666,34.580459,-84.942637
4193,TIGER MART #63,"I-20, EXIT 454",Grand Prairie,TX,630,3.599,32.676959,-97.023474
4199,PWI #574,"I-70, EXIT 193/US-40",Bunker Hill,KS,357,2.959,38.695837,-90.260762
4204,PILOT TRAVEL CENTERS #415,"I-59, EXIT 4",Rising Fawn,GA,285,3.859,34.76008,-85.53108
4204,PILOT TRAVEL CENTER #415,"I-59, EXIT 4",Rising Fawn,GA,285,3.819,34.76008,-85.53108
4211,FLYING J #513,"I-15, EXIT 1",Jean,NV,910,3.73233333,32.73093,-117.206553
4220,KENNETT TRUCK STOP,"I-275, EXIT 16",Lawrenceburg                            ,IN,300,3.424,39.11778,-84.87312
4222,Circle K #4703906,"I-24, EXIT 24 & SR-49",Pleasant View,TN,460,2.899,35.86062,-85.01301
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.939,42.961275,-78.40261
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.889,42.961275,-78.40261
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.829,42.961275,-78.40261
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.839,42.961275,-78.40261
4227,LOVES TRAVEL STOP #203,"I-40, EXIT 140",Oklahoma City,OK,483,3.35566666,35.393761,-97.602513
4233,QUIKTRIP #7220,"I-20, EXIT 8",Shreveport,LA,745,2.89233333,32.467848,-93.764207
4239,SPEEDWAY #8256,"I-64, EXIT 94 & SR-1958 & US-60",Winchester,KY,410,2.92233333,38.00647,-84.210036
4241,EXXON,"I-285, EXIT 53",Conley,GA,18,3.999,33.639628,-84.332358
4267,CONOCO,US-30 & SR-41,Gap,PA,160,3.799,40.794689,-77.858961
4292,KUM & GO #0032,"I-80/US-6, EXIT 155 & SR-117",Colfax,IA,320,3.08233333,42.51513,-94.03068
4301,TIGER DISCOUNT TRUCKSTOP,"I-94, EXIT 64 & I-94 BUS",Dickinson,ND,807,3.51566666,41.724336,-87.585436
4311,Saveway Truck Plaza,"I-65, EXIT 164 & US-31",Hope Hull,AL,720,3.139,32.26986,-86.35719
4331,KWIK STOP C STORES,US-61/US-151,Dubuque,IA,335,3.559,42.502247,-90.692006
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.399,40.751178,-88.00136
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.559,40.751178,-88.00136
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.439,40.751178,-88.00136
4332,PILOT TRAVEL CENTERS #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.459,40.768396,-87.990055
4335,HIGHWAY 20  AUTO TRUCK PLAZA,US-20,Peosta,IA,335,3.489,42.449029,-90.845522
4339,ROAD RANGER #273,I-69E/US-77 & SR-107,Combes,TX,639,3.049,39.292839,-83.044882
4349,ROAD RANGER #144,"I-380, EXIT 68US-20, EXIT 68",Evansdale,IA,565,3.729,32.825939,-83.659061
4363,EL CHEAPO #4,"I-95, EXIT 87",Richmond Hill,GA,195,3.09566666,31.947028,-81.308085
4368,HOODS SERVICE CENTER,"I-44, EXIT 61",Bois D Arc,MO,535,3.074,37.282218,-90.636571
4372,GRADYS TRUCKSTOP,"I-16, EXIT 111",Pulaski                                 ,GA,195,3.46566666,32.390403,-81.956549
4373,KUM & GO #0043,"I-35, EXIT 43 & SR-207/CRG76",New Virginia,IA,320,3.114,41.181862,-93.730953
4389,TAYLOR QUIK-PIK,"I-29, EXIT 75 & US-30",Missouri Valley,IA,486,3.399,41.559142,-95.902428
4395,BREAK TIME #3147,"I-55, EXIT 67 & US-62",Sikeston,MO,275,3.499,36.881767,-89.57966
4417,TA MORIARITY TRAVEL CENTER,"I-40, EXIT 194",Moriarty,NM,580,3.21733333,35.008493,-106.029269
4419,CASEYS #3081,"I-35, EXIT 92 & US-136",Bethany,MO,400,3.06066666,44.687959,-73.449175
4427,CASEYS #2654,"I-80/US-6, EXIT 93 & CR-P28",Stuart,IA,320,3.099,40.96766,-96.395099
4431,CASEYS #2653,"US-63 & US-30, EXIT 202",Toledo,IA,320,3.349,32.73093,-117.206553
4437,UNDERWOOD TRUCK STOP I 80,"I-80, EXIT 17",Underwood                               ,IA,319,3.00066666,41.592016,-93.807955
4441,PILOT TRAVEL CENTERS #51,"I-81 BAILEYTON RD, EXIT 36",Greeneville,TN,405,3.56233333,36.165174,-82.812518
4442,Minuteman Food Mart #58,US-74/US-76,Delco,NC,245,3.50733333,34.319961,-78.226342
4445,TA Rogers,"I-94/US-52, EXIT 207 & SR-101",Rogers,MN,448,3.274,39.499313,-83.148052
4446,LOVES TRAVEL STOP #200,I-40 EXIT 74,Amarillo,TX,585,3.209,35.221849,-101.840963
4451,PRAIRIE JUNCTION TRUCK STOP,"I-29, EXIT 109 & SR-34",Colman,SD,530,3.099,43.97853,-96.8296
4452,CASEYS #2867,US-63 & US-20,Waterloo,IA,380,3.499,41.000786,-104.77469
4458,KUM & GO #1443,"I-80, EXIT 216",Williamsburg,IA,380,3.13066666,41.660597,-92.00714
4460,EXIT 62 TRUCKSTOP,"I-71, EXIT 62 & US-127",Glencoe,KY,415,3.16566666,38.732917,-84.823031
4463,QUIKTRIP #7901,"I-20, EXIT 556 & US-69",Lindale,TX,710,2.80733333,32.515987,-95.409434
4482,FLYING J TRAVEL PLAZA #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,785,3.809,43.580397,-116.207517
4482,FLYING J FUEL STOP #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,785,3.76566666,43.580397,-116.207517
4492,3 MILE CORNER TRUCK STOP,US-2 & US-95,Bonners Ferry,ID,970,3.734,48.696735,-116.318563
4525,STINKER #42,US-12/US-95 & SR-128,Lewiston,ID,970,3.69733333,42.550101,-114.478588
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.199,47.42363,-120.326871
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.119,47.42363,-120.326871
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.089,47.42363,-120.326871
4533,SPEEDWAY #1449,"I-65, EXIT 262B",Birmingham                              ,AL,615,2.97566666,33.530651,-86.800929
4544,BIG CHARLIES TRUCK PLAZA,"I-64, EXIT 282 & US-13",Virginia Beach,VA,130,3.489,36.85293,-75.97798
4555,PILOT TRAVEL CENTERS #406,"I-65, EXIT 22 & US-31A/SR-11",Cornersville,TN,460,3.799,35.386328,-86.872732
4560,FAST STOP TRAVEL CENTERS #1109,"I-15, EXIT 392",Plymouth,UT,835,3.58233333,40.66189,-111.93744
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.599,40.482417,-89.017525
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.399,40.482417,-89.017525
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.399,40.482354,-89.016945
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.499,40.482417,-89.017525
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.499,40.482354,-89.016945
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.599,40.482354,-89.016945
4568,ONVO TRAVEL PLAZA,"I-90, EXIT 28",Fultonville,NY,12,3.199,42.946202,-74.370213
4568,ONVO TRAVEL PLAZA,"I-90, EXIT 28",Fultonville,NY,12,3.159,42.946202,-74.370213
4569,METROPOLIS TRUCK STOP,"I-24, EXIT 37 & US-45",Metropolis,IL,490,3.599,37.147152,-88.691547
4574,Circle K #4701432,"I-74, EXIT 174",Mahomet,IL,280,3.669,40.192458,-88.401689
4582,BIG CHIEF TRUCK STOP,"I-94/US-52, EXIT 61 & US-59/CR-82",Fergus Falls,MN,250,3.23566666,46.285964,-96.068654
4605,PILOT DEALER #898 SADLERS TRUCK STOP,"I-95, EXIT 11B & US-58",Emporia,VA,180,3.799,36.69512,-77.535614
